Time_ID,Timestamp,Date,Hour,Day_Of_Week,Month,Week_Number
2024051512,2024-05-15 12:00:00,2024-05-15,12,Wednesday,May,20
2024030717,2024-03-07 17:00:00,2024-03-07,17,Thursday,March,10
2024062501,2024-06-25 01:00:00,2024-06-25,1,Tuesday,June,26
2024031518,2024-03-15 18:00:00,2024-03-15,18,Friday,March,11
2024022906,2024-02-29 06:00:00,2024-02-29,6,Thursday,February,9
2024061318,2024-06-13 18:00:00,2024-06-13,18,Thursday,June,24
2024030809,2024-03-08 09:00:00,2024-03-08,9,Friday,March,10
2024011421,2024-01-14 21:00:00,2024-01-14,21,Sunday,January,2
2024032610,2024-03-26 10:00:00,2024-03-26,10,Tuesday,March,13
2024052418,2024-05-24 18:00:00,2024-05-24,18,Friday,May,21
2024020411,2024-02-04 11:00:00,2024-02-04,11,Sunday,February,5
2024032505,2024-03-25 05:00:00,2024-03-25,5,Monday,March,13
2024012415,2024-01-24 15:00:00,2024-01-24,15,Wednesday,January,4
2024050421,2024-05-04 21:00:00,2024-05-04,21,Saturday,May,18
2024032713,2024-03-27 13:00:00,2024-03-27,13,Wednesday,March,13
2024030101,2024-03-01 01:00:00,2024-03-01,1,Friday,March,9
2024021106,2024-02-11 06:00:00,2024-02-11,6,Sunday,February,6
2024041217,2024-04-12 17:00:00,2024-04-12,17,Friday,April,15
2024050121,2024-05-01 21:00:00,2024-05-01,21,Wednesday,May,18
2024062002,2024-06-20 02:00:00,2024-06-20,2,Thursday,June,25
2024032013,2024-03-20 13:00:00,2024-03-20,13,Wednesday,March,12
2024013005,2024-01-30 05:00:00,2024-01-30,5,Tuesday,January,5
2024053112,2024-05-31 12:00:00,2024-05-31,12,Friday,May,22
2024042414,2024-04-24 14:00:00,2024-04-24,14,Wednesday,April,17
2024050710,2024-05-07 10:00:00,2024-05-07,10,Tuesday,May,19
2024011816,2024-01-18 16:00:00,2024-01-18,16,Thursday,January,3
2024022620,2024-02-26 20:00:00,2024-02-26,20,Monday,February,9
2024051917,2024-05-19 17:00:00,2024-05-19,17,Sunday,May,20
2024053110,2024-05-31 10:00:00,2024-05-31,10,Friday,May,22
2024032004,2024-03-20 04:00:00,2024-03-20,4,Wednesday,March,12
2024052610,2024-05-26 10:00:00,2024-05-26,10,Sunday,May,21
2024060203,2024-06-02 03:00:00,2024-06-02,3,Sunday,June,22
2024031112,2024-03-11 12:00:00,2024-03-11,12,Monday,March,11
2024061209,2024-06-12 09:00:00,2024-06-12,9,Wednesday,June,24
2024022211,2024-02-22 11:00:00,2024-02-22,11,Thursday,February,8
2024021314,2024-02-13 14:00:00,2024-02-13,14,Tuesday,February,7
2024050404,2024-05-04 04:00:00,2024-05-04,4,Saturday,May,18
2024042520,2024-04-25 20:00:00,2024-04-25,20,Thursday,April,17
2024012610,2024-01-26 10:00:00,2024-01-26,10,Friday,January,4
2024020608,2024-02-06 08:00:00,2024-02-06,8,Tuesday,February,6
2024010208,2024-01-02 08:00:00,2024-01-02,8,Tuesday,January,1
2024052423,2024-05-24 23:00:00,2024-05-24,23,Friday,May,21
2024052304,2024-05-23 04:00:00,2024-05-23,4,Thursday,May,21
2024052123,2024-05-21 23:00:00,2024-05-21,23,Tuesday,May,21
2024043023,2024-04-30 23:00:00,2024-04-30,23,Tuesday,April,18
2024032619,2024-03-26 19:00:00,2024-03-26,19,Tuesday,March,13
2024050807,2024-05-08 07:00:00,2024-05-08,7,Wednesday,May,19
2024022010,2024-02-20 10:00:00,2024-02-20,10,Tuesday,February,8
2024052201,2024-05-22 01:00:00,2024-05-22,1,Wednesday,May,21
2024041102,2024-04-11 02:00:00,2024-04-11,2,Thursday,April,15
2024032412,2024-03-24 12:00:00,2024-03-24,12,Sunday,March,12
2024040123,2024-04-01 23:00:00,2024-04-01,23,Monday,April,14
2024041311,2024-04-13 11:00:00,2024-04-13,11,Saturday,April,15
2024010718,2024-01-07 18:00:00,2024-01-07,18,Sunday,January,1
2024021416,2024-02-14 16:00:00,2024-02-14,16,Wednesday,February,7
2024012120,2024-01-21 20:00:00,2024-01-21,20,Sunday,January,3
2024032023,2024-03-20 23:00:00,2024-03-20,23,Wednesday,March,12
2024050114,2024-05-01 14:00:00,2024-05-01,14,Wednesday,May,18
2024042901,2024-04-29 01:00:00,2024-04-29,1,Monday,April,18
2024032617,2024-03-26 17:00:00,2024-03-26,17,Tuesday,March,13
2024060414,2024-06-04 14:00:00,2024-06-04,14,Tuesday,June,23
2024041220,2024-04-12 20:00:00,2024-04-12,20,Friday,April,15
2024011509,2024-01-15 09:00:00,2024-01-15,9,Monday,January,3
2024051904,2024-05-19 04:00:00,2024-05-19,4,Sunday,May,20
2024041413,2024-04-14 13:00:00,2024-04-14,13,Sunday,April,15
2024042511,2024-04-25 11:00:00,2024-04-25,11,Thursday,April,17
2024041017,2024-04-10 17:00:00,2024-04-10,17,Wednesday,April,15
2024011711,2024-01-17 11:00:00,2024-01-17,11,Wednesday,January,3
2024041118,2024-04-11 18:00:00,2024-04-11,18,Thursday,April,15
2024052415,2024-05-24 15:00:00,2024-05-24,15,Friday,May,21
2024022507,2024-02-25 07:00:00,2024-02-25,7,Sunday,February,8
2024041916,2024-04-19 16:00:00,2024-04-19,16,Friday,April,16
2024010614,2024-01-06 14:00:00,2024-01-06,14,Saturday,January,1
2024030405,2024-03-04 05:00:00,2024-03-04,5,Monday,March,10
2024032011,2024-03-20 11:00:00,2024-03-20,11,Wednesday,March,12
2024062719,2024-06-27 19:00:00,2024-06-27,19,Thursday,June,26
2024020901,2024-02-09 01:00:00,2024-02-09,1,Friday,February,6
2024022007,2024-02-20 07:00:00,2024-02-20,7,Tuesday,February,8
2024031508,2024-03-15 08:00:00,2024-03-15,8,Friday,March,11
2024062914,2024-06-29 14:00:00,2024-06-29,14,Saturday,June,26
2024060406,2024-06-04 06:00:00,2024-06-04,6,Tuesday,June,23
2024010707,2024-01-07 07:00:00,2024-01-07,7,Sunday,January,1
2024021213,2024-02-12 13:00:00,2024-02-12,13,Monday,February,7
2024052912,2024-05-29 12:00:00,2024-05-29,12,Wednesday,May,22
2024011114,2024-01-11 14:00:00,2024-01-11,14,Thursday,January,2
2024060416,2024-06-04 16:00:00,2024-06-04,16,Tuesday,June,23
2024022104,2024-02-21 04:00:00,2024-02-21,4,Wednesday,February,8
2024061523,2024-06-15 23:00:00,2024-06-15,23,Saturday,June,24
2024022310,2024-02-23 10:00:00,2024-02-23,10,Friday,February,8
2024032000,2024-03-20 00:00:00,2024-03-20,0,Wednesday,March,12
2024043010,2024-04-30 10:00:00,2024-04-30,10,Tuesday,April,18
2024012323,2024-01-23 23:00:00,2024-01-23,23,Tuesday,January,4
2024041108,2024-04-11 08:00:00,2024-04-11,8,Thursday,April,15
2024040121,2024-04-01 21:00:00,2024-04-01,21,Monday,April,14
2024052215,2024-05-22 15:00:00,2024-05-22,15,Wednesday,May,21
2024063005,2024-06-30 05:00:00,2024-06-30,5,Sunday,June,26
2024043021,2024-04-30 21:00:00,2024-04-30,21,Tuesday,April,18
2024031510,2024-03-15 10:00:00,2024-03-15,10,Friday,March,11
2024031422,2024-03-14 22:00:00,2024-03-14,22,Thursday,March,11
2024031701,2024-03-17 01:00:00,2024-03-17,1,Sunday,March,11
2024052802,2024-05-28 02:00:00,2024-05-28,2,Tuesday,May,22
2024022810,2024-02-28 10:00:00,2024-02-28,10,Wednesday,February,9
2024013109,2024-01-31 09:00:00,2024-01-31,9,Wednesday,January,5
2024030119,2024-03-01 19:00:00,2024-03-01,19,Friday,March,9
2024010503,2024-01-05 03:00:00,2024-01-05,3,Friday,January,1
2024012007,2024-01-20 07:00:00,2024-01-20,7,Saturday,January,3
2024011709,2024-01-17 09:00:00,2024-01-17,9,Wednesday,January,3
2024052009,2024-05-20 09:00:00,2024-05-20,9,Monday,May,21
2024051110,2024-05-11 10:00:00,2024-05-11,10,Saturday,May,19
2024050618,2024-05-06 18:00:00,2024-05-06,18,Monday,May,19
2024032501,2024-03-25 01:00:00,2024-03-25,1,Monday,March,13
2024051011,2024-05-10 11:00:00,2024-05-10,11,Friday,May,19
2024013008,2024-01-30 08:00:00,2024-01-30,8,Tuesday,January,5
2024061221,2024-06-12 21:00:00,2024-06-12,21,Wednesday,June,24
2024040104,2024-04-01 04:00:00,2024-04-01,4,Monday,April,14
2024061916,2024-06-19 16:00:00,2024-06-19,16,Wednesday,June,25
2024012817,2024-01-28 17:00:00,2024-01-28,17,Sunday,January,4
2024033111,2024-03-31 11:00:00,2024-03-31,11,Sunday,March,13
2024050616,2024-05-06 16:00:00,2024-05-06,16,Monday,May,19
2024033104,2024-03-31 04:00:00,2024-03-31,4,Sunday,March,13
2024032204,2024-03-22 04:00:00,2024-03-22,4,Friday,March,12
2024013105,2024-01-31 05:00:00,2024-01-31,5,Wednesday,January,5
2024031007,2024-03-10 07:00:00,2024-03-10,7,Sunday,March,10
2024021310,2024-02-13 10:00:00,2024-02-13,10,Tuesday,February,7
2024022420,2024-02-24 20:00:00,2024-02-24,20,Saturday,February,8
2024050409,2024-05-04 09:00:00,2024-05-04,9,Saturday,May,18
2024042416,2024-04-24 16:00:00,2024-04-24,16,Wednesday,April,17
2024042011,2024-04-20 11:00:00,2024-04-20,11,Saturday,April,16
2024030620,2024-03-06 20:00:00,2024-03-06,20,Wednesday,March,10
2024062314,2024-06-23 14:00:00,2024-06-23,14,Sunday,June,25
2024011622,2024-01-16 22:00:00,2024-01-16,22,Tuesday,January,3
2024030308,2024-03-03 08:00:00,2024-03-03,8,Sunday,March,9
2024012211,2024-01-22 11:00:00,2024-01-22,11,Monday,January,4
2024030216,2024-03-02 16:00:00,2024-03-02,16,Saturday,March,9
2024062400,2024-06-24 00:00:00,2024-06-24,0,Monday,June,26
2024030715,2024-03-07 15:00:00,2024-03-07,15,Thursday,March,10
2024061407,2024-06-14 07:00:00,2024-06-14,7,Friday,June,24
2024033101,2024-03-31 01:00:00,2024-03-31,1,Sunday,March,13
2024050707,2024-05-07 07:00:00,2024-05-07,7,Tuesday,May,19
2024032405,2024-03-24 05:00:00,2024-03-24,5,Sunday,March,12
2024021809,2024-02-18 09:00:00,2024-02-18,9,Sunday,February,7
2024051901,2024-05-19 01:00:00,2024-05-19,1,Sunday,May,20
2024062508,2024-06-25 08:00:00,2024-06-25,8,Tuesday,June,26
2024021722,2024-02-17 22:00:00,2024-02-17,22,Saturday,February,7
2024052116,2024-05-21 16:00:00,2024-05-21,16,Tuesday,May,21
2024021712,2024-02-17 12:00:00,2024-02-17,12,Saturday,February,7
2024051010,2024-05-10 10:00:00,2024-05-10,10,Friday,May,19
2024052313,2024-05-23 13:00:00,2024-05-23,13,Thursday,May,21
2024032218,2024-03-22 18:00:00,2024-03-22,18,Friday,March,12
2024051402,2024-05-14 02:00:00,2024-05-14,2,Tuesday,May,20
2024021912,2024-02-19 12:00:00,2024-02-19,12,Monday,February,8
2024011510,2024-01-15 10:00:00,2024-01-15,10,Monday,January,3
2024011812,2024-01-18 12:00:00,2024-01-18,12,Thursday,January,3
2024032208,2024-03-22 08:00:00,2024-03-22,8,Friday,March,12
2024061305,2024-06-13 05:00:00,2024-06-13,5,Thursday,June,24
2024012405,2024-01-24 05:00:00,2024-01-24,5,Wednesday,January,4
2024032322,2024-03-23 22:00:00,2024-03-23,22,Saturday,March,12
2024050802,2024-05-08 02:00:00,2024-05-08,2,Wednesday,May,19
2024020619,2024-02-06 19:00:00,2024-02-06,19,Tuesday,February,6
2024051107,2024-05-11 07:00:00,2024-05-11,7,Saturday,May,19
2024022516,2024-02-25 16:00:00,2024-02-25,16,Sunday,February,8
2024052703,2024-05-27 03:00:00,2024-05-27,3,Monday,May,22
2024041509,2024-04-15 09:00:00,2024-04-15,9,Monday,April,16
2024040912,2024-04-09 12:00:00,2024-04-09,12,Tuesday,April,15
2024020203,2024-02-02 03:00:00,2024-02-02,3,Friday,February,5
2024032506,2024-03-25 06:00:00,2024-03-25,6,Monday,March,13
2024060420,2024-06-04 20:00:00,2024-06-04,20,Tuesday,June,23
2024010413,2024-01-04 13:00:00,2024-01-04,13,Thursday,January,1
2024051800,2024-05-18 00:00:00,2024-05-18,0,Saturday,May,20
2024033015,2024-03-30 15:00:00,2024-03-30,15,Saturday,March,13
2024051021,2024-05-10 21:00:00,2024-05-10,21,Friday,May,19
2024043016,2024-04-30 16:00:00,2024-04-30,16,Tuesday,April,18
2024031914,2024-03-19 14:00:00,2024-03-19,14,Tuesday,March,12
2024022603,2024-02-26 03:00:00,2024-02-26,3,Monday,February,9
2024042403,2024-04-24 03:00:00,2024-04-24,3,Wednesday,April,17
2024012612,2024-01-26 12:00:00,2024-01-26,12,Friday,January,4
2024041606,2024-04-16 06:00:00,2024-04-16,6,Tuesday,April,16
2024011805,2024-01-18 05:00:00,2024-01-18,5,Thursday,January,3
2024042805,2024-04-28 05:00:00,2024-04-28,5,Sunday,April,17
2024042409,2024-04-24 09:00:00,2024-04-24,9,Wednesday,April,17
2024011608,2024-01-16 08:00:00,2024-01-16,8,Tuesday,January,3
2024051719,2024-05-17 19:00:00,2024-05-17,19,Friday,May,20
2024031615,2024-03-16 15:00:00,2024-03-16,15,Saturday,March,11
2024010813,2024-01-08 13:00:00,2024-01-08,13,Monday,January,2
2024020215,2024-02-02 15:00:00,2024-02-02,15,Friday,February,5
2024033021,2024-03-30 21:00:00,2024-03-30,21,Saturday,March,13
2024020405,2024-02-04 05:00:00,2024-02-04,5,Sunday,February,5
2024030100,2024-03-01 00:00:00,2024-03-01,0,Friday,March,9
2024043004,2024-04-30 04:00:00,2024-04-30,4,Tuesday,April,18
2024012707,2024-01-27 07:00:00,2024-01-27,7,Saturday,January,4
2024050307,2024-05-03 07:00:00,2024-05-03,7,Friday,May,18
2024011919,2024-01-19 19:00:00,2024-01-19,19,Friday,January,3
2024020121,2024-02-01 21:00:00,2024-02-01,21,Thursday,February,5
2024041622,2024-04-16 22:00:00,2024-04-16,22,Tuesday,April,16
2024052409,2024-05-24 09:00:00,2024-05-24,9,Friday,May,21
2024020100,2024-02-01 00:00:00,2024-02-01,0,Thursday,February,5
2024022414,2024-02-24 14:00:00,2024-02-24,14,Saturday,February,8
2024061707,2024-06-17 07:00:00,2024-06-17,7,Monday,June,25
2024062901,2024-06-29 01:00:00,2024-06-29,1,Saturday,June,26
2024041517,2024-04-15 17:00:00,2024-04-15,17,Monday,April,16
2024030402,2024-03-04 02:00:00,2024-03-04,2,Monday,March,10
2024042110,2024-04-21 10:00:00,2024-04-21,10,Sunday,April,16
2024041712,2024-04-17 12:00:00,2024-04-17,12,Wednesday,April,16
2024022315,2024-02-23 15:00:00,2024-02-23,15,Friday,February,8
2024012813,2024-01-28 13:00:00,2024-01-28,13,Sunday,January,4
2024062310,2024-06-23 10:00:00,2024-06-23,10,Sunday,June,25
2024031702,2024-03-17 02:00:00,2024-03-17,2,Sunday,March,11
2024032818,2024-03-28 18:00:00,2024-03-28,18,Thursday,March,13
2024032523,2024-03-25 23:00:00,2024-03-25,23,Monday,March,13
2024052210,2024-05-22 10:00:00,2024-05-22,10,Wednesday,May,21
2024011219,2024-01-12 19:00:00,2024-01-12,19,Friday,January,2
2024011601,2024-01-16 01:00:00,2024-01-16,1,Tuesday,January,3
2024022004,2024-02-20 04:00:00,2024-02-20,4,Tuesday,February,8
2024032913,2024-03-29 13:00:00,2024-03-29,13,Friday,March,13
2024050202,2024-05-02 02:00:00,2024-05-02,2,Thursday,May,18
2024033006,2024-03-30 06:00:00,2024-03-30,6,Saturday,March,13
2024032106,2024-03-21 06:00:00,2024-03-21,6,Thursday,March,12
2024061915,2024-06-19 15:00:00,2024-06-19,15,Wednesday,June,25
2024013007,2024-01-30 07:00:00,2024-01-30,7,Tuesday,January,5
2024041400,2024-04-14 00:00:00,2024-04-14,0,Sunday,April,15
2024040815,2024-04-08 15:00:00,2024-04-08,15,Monday,April,15
2024032703,2024-03-27 03:00:00,2024-03-27,3,Wednesday,March,13
2024052622,2024-05-26 22:00:00,2024-05-26,22,Sunday,May,21
2024021813,2024-02-18 13:00:00,2024-02-18,13,Sunday,February,7
2024062213,2024-06-22 13:00:00,2024-06-22,13,Saturday,June,25
2024030107,2024-03-01 07:00:00,2024-03-01,7,Friday,March,9
2024040904,2024-04-09 04:00:00,2024-04-09,4,Tuesday,April,15
2024040417,2024-04-04 17:00:00,2024-04-04,17,Thursday,April,14
2024060314,2024-06-03 14:00:00,2024-06-03,14,Monday,June,23
2024022118,2024-02-21 18:00:00,2024-02-21,18,Wednesday,February,8
2024010422,2024-01-04 22:00:00,2024-01-04,22,Thursday,January,1
2024030704,2024-03-07 04:00:00,2024-03-07,4,Thursday,March,10
2024053008,2024-05-30 08:00:00,2024-05-30,8,Thursday,May,22
2024010219,2024-01-02 19:00:00,2024-01-02,19,Tuesday,January,1
2024061201,2024-06-12 01:00:00,2024-06-12,1,Wednesday,June,24
2024040818,2024-04-08 18:00:00,2024-04-08,18,Monday,April,15
2024022423,2024-02-24 23:00:00,2024-02-24,23,Saturday,February,8
2024041019,2024-04-10 19:00:00,2024-04-10,19,Wednesday,April,15
2024022710,2024-02-27 10:00:00,2024-02-27,10,Tuesday,February,9
2024012018,2024-01-20 18:00:00,2024-01-20,18,Saturday,January,3
2024050104,2024-05-01 04:00:00,2024-05-01,4,Wednesday,May,18
2024050207,2024-05-02 07:00:00,2024-05-02,7,Thursday,May,18
2024012215,2024-01-22 15:00:00,2024-01-22,15,Monday,January,4
2024021408,2024-02-14 08:00:00,2024-02-14,8,Wednesday,February,7
2024042923,2024-04-29 23:00:00,2024-04-29,23,Monday,April,18
2024051221,2024-05-12 21:00:00,2024-05-12,21,Sunday,May,19
2024051206,2024-05-12 06:00:00,2024-05-12,6,Sunday,May,19
2024061919,2024-06-19 19:00:00,2024-06-19,19,Wednesday,June,25
2024051920,2024-05-19 20:00:00,2024-05-19,20,Sunday,May,20
2024022808,2024-02-28 08:00:00,2024-02-28,8,Wednesday,February,9
2024012014,2024-01-20 14:00:00,2024-01-20,14,Saturday,January,3
2024042120,2024-04-21 20:00:00,2024-04-21,20,Sunday,April,16
2024061516,2024-06-15 16:00:00,2024-06-15,16,Saturday,June,24
2024062610,2024-06-26 10:00:00,2024-06-26,10,Wednesday,June,26
2024021121,2024-02-11 21:00:00,2024-02-11,21,Sunday,February,6
2024021300,2024-02-13 00:00:00,2024-02-13,0,Tuesday,February,7
2024010719,2024-01-07 19:00:00,2024-01-07,19,Sunday,January,1
2024012616,2024-01-26 16:00:00,2024-01-26,16,Friday,January,4
2024041023,2024-04-10 23:00:00,2024-04-10,23,Wednesday,April,15
2024040911,2024-04-09 11:00:00,2024-04-09,11,Tuesday,April,15
2024022609,2024-02-26 09:00:00,2024-02-26,9,Monday,February,9
2024053023,2024-05-30 23:00:00,2024-05-30,23,Thursday,May,22
2024032416,2024-03-24 16:00:00,2024-03-24,16,Sunday,March,12
2024052701,2024-05-27 01:00:00,2024-05-27,1,Monday,May,22
2024062406,2024-06-24 06:00:00,2024-06-24,6,Monday,June,26
2024022716,2024-02-27 16:00:00,2024-02-27,16,Tuesday,February,9
2024020621,2024-02-06 21:00:00,2024-02-06,21,Tuesday,February,6
2024062209,2024-06-22 09:00:00,2024-06-22,9,Saturday,June,25
2024042512,2024-04-25 12:00:00,2024-04-25,12,Thursday,April,17
2024022222,2024-02-22 22:00:00,2024-02-22,22,Thursday,February,8
2024042303,2024-04-23 03:00:00,2024-04-23,3,Tuesday,April,17
2024040317,2024-04-03 17:00:00,2024-04-03,17,Wednesday,April,14
2024021613,2024-02-16 13:00:00,2024-02-16,13,Friday,February,7
2024062909,2024-06-29 09:00:00,2024-06-29,9,Saturday,June,26
2024061907,2024-06-19 07:00:00,2024-06-19,7,Wednesday,June,25
2024020221,2024-02-02 21:00:00,2024-02-02,21,Friday,February,5
2024013022,2024-01-30 22:00:00,2024-01-30,22,Tuesday,January,5
2024040700,2024-04-07 00:00:00,2024-04-07,0,Sunday,April,14
2024010904,2024-01-09 04:00:00,2024-01-09,4,Tuesday,January,2
2024022408,2024-02-24 08:00:00,2024-02-24,8,Saturday,February,8
2024062509,2024-06-25 09:00:00,2024-06-25,9,Tuesday,June,26
2024062913,2024-06-29 13:00:00,2024-06-29,13,Saturday,June,26
2024061105,2024-06-11 05:00:00,2024-06-11,5,Tuesday,June,24
2024011713,2024-01-17 13:00:00,2024-01-17,13,Wednesday,January,3
2024051605,2024-05-16 05:00:00,2024-05-16,5,Thursday,May,20
2024060220,2024-06-02 20:00:00,2024-06-02,20,Sunday,June,22
2024061102,2024-06-11 02:00:00,2024-06-11,2,Tuesday,June,24
2024021015,2024-02-10 15:00:00,2024-02-10,15,Saturday,February,6
2024061113,2024-06-11 13:00:00,2024-06-11,13,Tuesday,June,24
2024012202,2024-01-22 02:00:00,2024-01-22,2,Monday,January,4
2024040409,2024-04-04 09:00:00,2024-04-04,9,Thursday,April,14
2024022711,2024-02-27 11:00:00,2024-02-27,11,Tuesday,February,9
2024010500,2024-01-05 00:00:00,2024-01-05,0,Friday,January,1
2024052011,2024-05-20 11:00:00,2024-05-20,11,Monday,May,21
2024030201,2024-03-02 01:00:00,2024-03-02,1,Saturday,March,9
2024043009,2024-04-30 09:00:00,2024-04-30,9,Tuesday,April,18
2024031515,2024-03-15 15:00:00,2024-03-15,15,Friday,March,11
2024030823,2024-03-08 23:00:00,2024-03-08,23,Friday,March,10
2024061006,2024-06-10 06:00:00,2024-06-10,6,Monday,June,24
2024011804,2024-01-18 04:00:00,2024-01-18,4,Thursday,January,3
2024051400,2024-05-14 00:00:00,2024-05-14,0,Tuesday,May,20
2024051521,2024-05-15 21:00:00,2024-05-15,21,Wednesday,May,20
2024031003,2024-03-10 03:00:00,2024-03-10,3,Sunday,March,10
2024021718,2024-02-17 18:00:00,2024-02-17,18,Saturday,February,7
2024010123,2024-01-01 23:00:00,2024-01-01,23,Monday,January,1
2024061911,2024-06-19 11:00:00,2024-06-19,11,Wednesday,June,25
2024062110,2024-06-21 10:00:00,2024-06-21,10,Friday,June,25
2024021320,2024-02-13 20:00:00,2024-02-13,20,Tuesday,February,7
2024010619,2024-01-06 19:00:00,2024-01-06,19,Saturday,January,1
2024012308,2024-01-23 08:00:00,2024-01-23,8,Tuesday,January,4
2024011307,2024-01-13 07:00:00,2024-01-13,7,Saturday,January,2
2024053105,2024-05-31 05:00:00,2024-05-31,5,Friday,May,22
2024061106,2024-06-11 06:00:00,2024-06-11,6,Tuesday,June,24
2024012821,2024-01-28 21:00:00,2024-01-28,21,Sunday,January,4
2024020214,2024-02-02 14:00:00,2024-02-02,14,Friday,February,5
2024030719,2024-03-07 19:00:00,2024-03-07,19,Thursday,March,10
2024041901,2024-04-19 01:00:00,2024-04-19,1,Friday,April,16
2024051023,2024-05-10 23:00:00,2024-05-10,23,Friday,May,19
2024060803,2024-06-08 03:00:00,2024-06-08,3,Saturday,June,23
2024010903,2024-01-09 03:00:00,2024-01-09,3,Tuesday,January,2
2024020517,2024-02-05 17:00:00,2024-02-05,17,Monday,February,6
2024022100,2024-02-21 00:00:00,2024-02-21,0,Wednesday,February,8
2024022611,2024-02-26 11:00:00,2024-02-26,11,Monday,February,9
2024063014,2024-06-30 14:00:00,2024-06-30,14,Sunday,June,26
2024052110,2024-05-21 10:00:00,2024-05-21,10,Tuesday,May,21
